Site_Name,Elev,Lat,Lon,installed,County,Water Year,Jan,Jan (WE),Feb,Feb (WE),Mar,Mar (WE),Apr,Apr (WE),May,May (WE),Jun,Jun (WE)
Agua Canyon,8900,37.52,-112.27,1995,Kane,1995,15.373110388668772,4.7,34.34418278319619,10.5,40.88593188475737,12.5,50.69855553709914,15.5,18.97107239452742,5.8,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,1996,2.9437870957025307,0.9,9.15844874218565,2.8,17.008547664059066,5.2,7.850098921873415,2.4,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,1997,11.120973472654004,3.4,23.877384220698303,7.3,27.802433681635012,8.5,6.541749101561179,2.0,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,1998,7.850098921873415,2.4,13.737673113278477,4.2,27.148258771478897,8.3,31.073308232415602,9.5,13.083498203122359,4.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,1999,12.0,3.4,14.0,4.4,15.0,5.2,2.0,0.0,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2000,1.0,0.1,1.0,0.4,20.0,4.8,17.0,6.2,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2001,12.0,2.4,32.0,6.7,41.0,10.7,22.0,9.0,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2002,11.0,1.8,14.0,2.4,9.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2003,9.0,1.4,5.0,1.7,26.0,4.6,8.0,2.5,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2004,20.0,4.3,23.0,5.3,50.0,10.9,8.0,2.2,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2005,35.0,7.4,57.0,15.9,64.0,19.9,65.0,22.4,30.0,12.8,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2006,7.0,1.4,16.0,3.5,15.0,4.8,28.0,8.8,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2007,12.0,2.7,17.0,3.8,24.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2008,18.0,3.8,45.0,10.6,43.0,13.3,27.0,10.2,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2009,27.0,7.2,22.0,7.2,27.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2010,21.0,4.6,45.0,10.7,43.0,12.5,39.0,13.8,1.0,0.2,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2011,40.0,9.5,31.0,9.5,55.0,13.9,38.0,14.3,1.0,0.1,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2012,13.0,2.9,19.0,4.2,27.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2013,17.0,3.9,21.0,5.6,23.0,6.1,4.0,1.5,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2014,19.0,4.7,26.0,5.1,13.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2015,20.0,2.1,19.0,4.5,29.0,6.4,5.0,1.8,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2016,14.0,3.2,34.0,7.1,15.0,5.5,3.0,0.9,1.0,0.2,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2017,17.0,4.0,37.0,9.7,35.0,11.6,8.0,2.2,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2018,0.0,0.0,5.0,1.3,8.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2019,13.0,2.3,21.0,5.1,43.0,12.1,38.0,14.9,1.0,0.5,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2020,26.0,6.6,14.0,6.3,20.0,7.0,28.0,8.5,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2021,6.0,0.8,15.0,3.2,15.0,4.0,10.0,4.1,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2022,27.0,5.8,20.0,5.5,24.0,6.7,10.0,3.6,0.0,0.0,0.0,0.0
Agua Canyon,8900,37.52,-112.27,1995,Kane,2023,17.0,4.5,34.0,9.9,49.0,14.1,62.0,21.4,11.0,5.2,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2011,38.0,8.0,43.0,9.8,49.0,13.1,45.0,16.5,41.0,17.2,3.0,0.7
Bear River RS,8777,40.89,-110.83,2011,Summit,2012,14.0,2.4,20.0,3.9,33.0,6.1,2.0,1.0,0.0,0.0,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2013,20.0,4.1,24.0,5.1,29.0,6.4,17.0,6.8,2.0,1.0,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2014,16.0,2.8,28.0,4.7,34.0,7.7,28.0,10.3,0.0,0.0,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2015,18.0,3.1,19.0,4.1,22.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2016,23.0,4.2,34.0,6.8,28.0,8.1,23.0,9.3,4.0,1.1,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2017,21.0,4.5,36.0,9.8,45.0,12.5,26.0,9.8,3.0,1.7,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2018,16.0,3.4,23.0,5.4,28.0,6.9,18.0,7.0,0.0,0.0,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2019,19.0,3.2,26.0,5.5,32.0,8.4,35.0,12.0,11.0,3.6,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2020,19.0,4.0,27.0,6.3,29.0,7.6,30.0,10.5,0.0,0.0,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2021,14.0,3.1,17.0,3.8,29.0,6.3,25.0,8.9,0.0,0.0,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2022,26.0,4.9,23.0,6.2,26.0,7.0,19.0,7.3,0.0,0.0,0.0,0.0
Bear River RS,8777,40.89,-110.83,2011,Summit,2023,30.0,6.1,35.0,8.1,42.0,10.2,49.0,14.3,24.0,8.1,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1981,5.560486736327002,1.7,10.139711107419828,3.1,13.410585658200416,4.1,11.120973472654004,3.4,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1982,17.008547664059066,5.2,29.11078350194725,8.9,38.269232244132894,11.7,48.40894335155273,14.8,17.662722574215184,5.4,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1983,18.97107239452742,5.8,35.979620058586484,11.0,48.73603080663079,14.9,70.65089029686074,21.6,71.95924011717297,22.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1984,43.8297189804599,13.4,44.48389389061602,13.6,55.604867363270024,17.0,72.28632757225104,22.1,78.82807667381222,24.1,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1985,27.475346226556955,8.4,34.01709532811813,10.4,38.923407154289016,11.9,34.01709532811813,10.4,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1986,20.279422214839656,6.2,21.91485949022995,6.7,31.40039568749366,9.6,25.5128214960886,7.8,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1987,2.2896121855464124,0.7,7.850098921873415,2.4,21.260684580073832,6.5,39.57758206444513,12.1,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1988,13.737673113278477,4.2,26.821171316400832,8.2,26.166996406244717,8.0,36.960882423820664,11.3,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1989,14.064760568356535,4.3,20.279422214839656,6.2,25.83990895116666,7.9,13.737673113278477,4.2,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1990,7.523011466795356,2.3,10.793886017575945,3.3,21.91485949022995,6.7,23.550296765620246,7.2,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1991,10.466798562497887,3.2,15.70019784374683,4.8,21.58777203515189,6.6,33.36292041796201,10.2,22.56903440038607,6.9,0.9812623652341769,0.3
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1992,7.850098921873415,2.4,12.102235837888182,3.7,18.97107239452742,5.8,17.989810029293242,5.5,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1993,14.718935478512654,4.5,28.12952113671307,8.6,38.269232244132894,11.7,41.86719424999155,12.8,3.2708745507805896,1.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1994,13.410585658200416,4.1,20.279422214839656,6.2,27.475346226556955,8.4,13.083498203122359,4.0,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1995,11.448060927732064,3.5,17.989810029293242,5.5,17.335635119137123,5.3,14.718935478512654,4.5,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1996,11.775148382810123,3.6,25.5128214960886,7.8,34.671270238274246,10.6,32.381658052727836,9.9,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1997,15.70019784374683,4.8,31.073308232415602,9.5,40.231756974601254,12.3,21.91485949022995,6.7,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1998,7.850098921873415,2.4,17.008547664059066,5.2,30.092045867181422,9.2,29.764958412103365,9.1,12.42932329296624,3.8,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,1999,6.541749101561179,2.0,13.410585658200416,4.1,18.97107239452742,5.8,4.906311826170884,1.5,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2000,4.906311826170884,1.5,12.102235837888182,3.7,26.821171316400832,8.2,24.531559130854422,7.5,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2001,7.195924011717298,2.2,13.083498203122359,4.0,20.933597124995774,6.4,9.812623652341768,3.0,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2002,15.046022933590711,4.6,15.70019784374683,4.8,21.260684580073832,6.5,19.625247304683537,6.0,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2003,16.354372753902947,5.0,13.410585658200416,4.1,21.58777203515189,6.6,24.531559130854422,7.5,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2004,14.064760568356535,4.3,17.989810029293242,5.5,30.419133322259487,9.3,0.9812623652341769,0.3,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2005,18.0,3.4,24.0,5.7,26.0,6.7,27.0,7.9,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2006,18.0,4.4,36.0,8.4,30.0,9.4,36.0,12.2,7.0,1.9,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2007,16.0,2.9,23.0,3.9,27.0,6.2,2.0,0.4,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2008,24.0,5.3,35.0,8.2,38.0,11.9,31.0,10.7,5.0,0.5,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2009,14.0,3.0,19.0,5.2,17.0,6.2,17.0,5.4,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2010,30.0,5.6,23.0,6.2,35.0,8.5,31.0,9.5,5.0,0.6,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2011,49.0,10.0,33.0,9.9,39.0,11.8,36.0,13.0,19.0,5.7,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2012,11.0,2.8,21.0,4.7,32.0,7.4,8.0,1.8,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2013,24.0,4.4,24.0,6.6,30.0,8.9,10.0,4.0,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2014,11.0,2.9,19.0,4.5,23.0,6.9,15.0,8.0,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2015,28.0,6.2,23.0,7.1,17.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2016,33.0,7.7,38.0,10.0,27.0,9.7,19.0,9.2,3.0,0.5,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2017,22.0,5.5,34.0,10.0,32.0,9.2,17.0,4.8,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2018,6.0,1.2,13.0,3.5,23.0,5.7,13.0,4.9,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2019,27.0,4.8,26.0,6.4,35.0,10.6,38.0,15.8,4.0,3.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2020,20.0,3.7,29.0,6.3,32.0,7.7,24.0,6.0,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2021,14.0,3.3,18.0,4.4,33.0,8.3,24.0,8.4,1.0,0.3,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2022,33.0,5.6,23.0,5.8,27.0,7.3,17.0,6.6,0.0,0.0,0.0,0.0
Beaver Dams,7990,39.14,-111.56,1980,Sanpete,2023,27.0,7.0,44.0,12.4,46.0,14.1,55.0,18.5,18.0,8.1,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1979,15.373110388668772,4.7,30.419133322259487,9.3,38.923407154289016,11.9,37.61505733397678,11.5,2.9437870957025307,0.9,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1980,12.7564107480443,3.9,39.250494609367074,12.0,55.604867363270024,17.0,64.76331610545567,19.8,11.775148382810123,3.6,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1981,6.21466164648312,1.9,18.3168974843713,5.6,18.97107239452742,5.8,32.381658052727836,9.9,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1982,21.260684580073832,6.5,39.250494609367074,12.0,45.13806880077214,13.8,53.315255177723614,16.3,20.606509669917713,6.3,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1983,19.29815984960548,5.9,23.550296765620246,7.2,34.34418278319619,10.5,50.69855553709914,15.5,46.11933116600631,14.1,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1984,27.802433681635012,8.5,30.746220777337545,9.4,32.708745507805894,10.0,40.88593188475737,12.5,25.5128214960886,7.8,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1985,22.896121855464127,7.0,23.223209310542185,7.1,26.821171316400832,8.2,34.671270238274246,10.6,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1986,29.437870957025307,9.0,35.32544514843037,10.8,56.913217183582255,17.4,43.8297189804599,13.4,30.092045867181422,9.2,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1987,12.42932329296624,3.8,17.008547664059066,5.2,23.223209310542185,7.1,29.437870957025307,9.0,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1988,10.793886017575945,3.3,21.91485949022995,6.7,24.531559130854422,7.5,19.29815984960548,5.9,0.327087455078059,0.1,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1989,14.391848023434596,4.4,19.625247304683537,6.0,26.821171316400832,8.2,26.494083861322775,8.1,1.308349820312236,0.4,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1990,7.195924011717298,2.2,21.58777203515189,6.6,31.40039568749366,9.6,27.148258771478897,8.3,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1991,9.15844874218565,2.8,15.373110388668772,4.7,19.952334759761595,6.1,29.437870957025307,9.0,5.560486736327002,1.7,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1992,10.793886017575945,3.3,12.42932329296624,3.8,18.97107239452742,5.8,4.252136916014766,1.3,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1993,21.91485949022995,6.7,33.690007873040074,10.3,45.4651562558502,13.9,45.792243710928254,14.0,14.718935478512654,4.5,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1994,8.177186376951473,2.5,14.391848023434596,4.4,27.475346226556955,8.4,22.56903440038607,6.9,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1995,13.410585658200416,4.1,22.896121855464127,7.0,29.437870957025307,9.0,31.40039568749366,9.6,5.560486736327002,1.7,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1996,18.3168974843713,5.6,40.231756974601254,12.3,49.063118261708844,15.0,54.623604998035844,16.7,23.550296765620246,7.2,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1997,34.01709532811813,10.4,49.71729317186496,15.2,50.69855553709914,15.5,45.13806880077214,13.8,13.083498203122359,4.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1998,8.177186376951473,2.5,24.85864658593248,7.6,34.34418278319619,10.5,34.671270238274246,10.6,11.120973472654004,3.4,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,1999,7.850098921873415,2.4,20.933597124995774,6.4,31.727483142571717,9.7,20.933597124995774,6.4,2.9437870957025307,0.9,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2000,7.850098921873415,2.4,19.29815984960548,5.9,31.40039568749366,9.6,30.092045867181422,9.2,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2001,13.737673113278477,4.2,15.373110388668772,4.7,19.29815984960548,5.9,12.7564107480443,3.9,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2002,21.0,5.0,27.0,6.0,31.0,7.4,27.0,7.9,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2003,23.0,3.8,21.0,4.8,32.0,6.0,21.0,5.6,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2004,27.0,4.8,28.0,6.3,38.0,8.4,2.0,0.4,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2005,34.0,4.9,37.0,8.8,40.0,11.1,39.0,12.7,2.0,0.3,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2006,40.0,8.4,45.0,11.3,41.0,12.4,40.0,14.4,1.0,0.6,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2007,19.0,3.5,23.0,3.9,36.0,6.3,5.0,1.1,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2008,25.0,4.5,48.0,10.2,42.0,13.0,38.0,13.9,14.0,5.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2009,21.0,4.7,33.0,8.0,32.0,9.7,34.0,9.3,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2010,25.0,4.2,34.0,6.4,35.0,8.0,31.0,9.7,25.0,6.2,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2011,47.0,10.5,44.0,12.4,57.0,16.4,51.0,19.4,53.0,21.3,13.0,5.5
Beaver Divide,8280,40.61,-111.1,1979,Summit,2012,15.0,1.5,29.0,4.5,41.0,7.1,16.0,4.9,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2013,26.0,5.0,33.0,7.1,35.0,7.8,17.0,6.1,7.0,2.4,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2014,22.0,4.0,32.0,5.5,45.0,10.7,39.0,13.0,11.0,3.9,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2015,30.0,6.0,30.0,7.2,31.0,7.7,9.0,3.6,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2016,26.0,5.3,40.0,8.8,34.0,10.0,35.0,11.9,9.0,2.9,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2017,29.0,6.6,51.0,15.1,67.0,19.9,45.0,17.3,27.0,13.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2018,15.0,2.7,22.0,3.8,26.0,4.7,23.0,6.3,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2019,22.0,4.2,36.0,8.2,47.0,12.7,49.0,16.4,27.0,7.9,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2020,24.0,5.9,38.0,9.9,40.0,12.9,43.0,16.4,9.0,3.9,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2021,13.0,3.6,23.0,5.3,31.0,7.8,25.0,8.7,0.0,0.0,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2022,38.0,7.2,35.0,8.5,38.0,8.5,31.0,9.4,7.0,2.2,0.0,0.0
Beaver Divide,8280,40.61,-111.1,1979,Summit,2023,44.0,8.0,51.0,12.1,59.0,13.5,74.0,20.0,44.0,15.4,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1979,55.93195481834809,17.1,91.91157487693458,28.1,128.54536984567716,39.3,150.13314188082907,45.9,140.64760568356536,43.0,44.48389389061602,13.6
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1980,22.24194694530801,6.8,85.3698257753734,26.1,145.22683005465817,44.4,184.15023720894717,56.3,138.0309060429409,42.2,65.74457847068986,20.1
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1981,19.625247304683537,6.0,32.708745507805894,10.0,52.98816772264555,16.2,75.23011466795356,23.0,34.671270238274246,10.6,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1982,58.2215670038945,17.8,92.5657497870907,28.3,114.48060927732064,35.0,173.6834386464493,53.1,156.67489098239025,47.9,56.586129728504204,17.3
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1983,76.21137703318774,23.3,97.47206161326157,29.8,118.07857128317929,36.1,176.9543131972299,54.1,204.7567468788649,62.6,177.28140065230798,54.2
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1984,144.89974259958012,44.3,163.21664008395143,49.9,198.21499777730375,60.6,224.70908163862651,68.7,239.42801711713918,73.2,90.27613760154428,27.6
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1985,75.23011466795356,23.0,85.04273832029533,26.0,111.5368221816181,34.1,133.45168167184804,40.8,87.00526305076369,26.6,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1986,75.55720212303163,23.1,110.88264727146199,33.9,192.9815984960548,59.0,197.23373541206954,60.3,192.0003361308206,58.7,52.6610802675675,16.1
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1987,20.279422214839656,6.2,54.623604998035844,16.7,71.63215266209491,21.9,85.04273832029533,26.0,29.11078350194725,8.9,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1988,24.85864658593248,7.6,59.20282936912868,18.1,70.65089029686074,21.6,68.68836556639238,21.0,54.95069245311391,16.8,1.9625247304683537,0.6
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1989,69.01545302147045,21.1,92.89283724216874,28.4,113.49934691208647,34.7,149.806054425751,45.8,102.37837343943245,31.3,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1990,18.97107239452742,5.8,50.37146808202108,15.4,68.03419065623626,20.8,80.46351394920251,24.6,33.03583296288395,10.1,1.9625247304683537,0.6
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1991,37.61505733397678,11.5,53.96943008787973,16.5,68.03419065623626,20.8,102.37837343943245,31.3,104.66798562497887,32.0,47.10059353124049,14.4
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1992,20.606509669917713,6.3,25.83990895116666,7.9,51.0256429921772,15.6,56.25904227342614,17.2,0.0,0.0,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1993,51.67981790233332,15.8,88.64070032615399,27.1,130.18080712106746,39.8,135.74129385739448,41.5,118.40565873825736,36.2,8.831361287107592,2.7
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1994,28.456608591791127,8.7,38.269232244132894,11.7,79.80933903904638,24.4,87.6594379609198,26.8,60.51117918944091,18.5,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1995,43.17554407030378,13.2,94.52827451755904,28.9,110.55555981638392,33.8,140.97469313864343,43.1,141.62886804879952,43.3,94.20118706248098,28.8
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1996,28.12952113671307,8.6,88.31361287107592,27.0,107.6117727206814,32.9,122.6577956542721,37.5,119.38692110349152,36.5,9.48553619726371,2.9
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1997,125.9286702050527,38.5,194.94412322652315,59.6,221.43820708784594,67.7,224.70908163862651,68.7,208.68179633980162,63.8,55.93195481834809,17.1
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1998,25.0,6.4,93.0,32.2,132.0,47.7,116.0,53.5,93.0,54.6,45.0,29.7
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,1999,24.0,6.6,61.0,17.2,75.0,27.8,70.0,30.9,62.0,32.5,6.0,6.2
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,2000,15.0,3.7,44.0,12.6,87.0,28.6,84.0,36.4,38.0,23.3,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,2001,36.0,10.7,48.0,14.4,77.0,23.9,53.0,24.8,38.0,20.4,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,2002,50.0,18.3,69.0,23.8,72.0,29.1,68.0,32.8,48.0,25.9,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,2003,46.0,12.5,40.0,14.4,57.0,19.7,47.0,23.2,23.0,13.5,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,2004,90.0,23.6,84.0,28.7,106.0,35.2,69.0,33.3,40.0,22.5,0.0,0.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,2005,83.7343884999831,25.6,80.0,33.5,103.0,41.9,133.0,52.7,103.0,51.2,42.0,25.0
Ben Lomond Peak,7689,41.38,-111.94,1979,Weber,2006,65.0,20.2,99.0,33.4,97.0,37.7,120.0,53.2,86.0,49.3,10.0,11.7
